0 1 1 0 0 0 1 1 0 0 0 0 0 1 0 0 6
0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 1 6
0 0 0 1 0 1 0 0 1 0 1 0 0 1 0 0 6
0 0 1 1 0 0 1 0 0 0 1 1 0 0 0 0 6
0 0 0 0 0 1 0 1 1 1 0 0 0 0 1 0 6
0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 0 6
1 1 0 0 0 0 0 0 0 1 0 0 1 0 1 0 6
0 1 0 0 0 0 0 1 0 0 1 0 1 0 1 0 6
0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 5
0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 0 6
0 0 0 0 0 0 1 1 1 0 1 0 0 1 0 0 6
1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 7
1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 7
0 0 0 0 0 0 1 0 1 0 0 1 1 0 0 1 6
1 0 1 0 0 0 0 0 0 0 1 1 1 0 0 0 6
1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 7
1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 7
0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 7
1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 7
1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 7
0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 7
1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 7
1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 7
1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 7
1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 7
1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 7
1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 7
0 0 1 0 1 0 1 0 0 0 0 1 0 1 1 0 8
0 1 1 1 0 0 0 1 1 0 0 0 0 1 0 0 8
0 1 0 0 0 1 1 0 0 1 1 1 0 0 0 0 8
0 1 0 0 0 0 0 1 0 0 1 1 1 0 1 0 8
0 0 1 1 1 0 1 0 0 0 0 1 1 0 0 0 8
0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 1 6
0 0 1 0 1 0 0 0 1 0 0 1 1 0 0 1 8
0 1 0 0 1 1 0 0 1 0 0 0 1 0 1 0 8
0 0 1 1 0 0 0 0 0 0 1 1 1 0 1 0 8
0 0 0 1 0 0 1 0 0 1 1 0 0 0 1 1 8
0 0 0 0 0 0 1 1 1 0 1 1 0 1 0 0 8
0 1 0 1 0 0 1 1 0 1 0 0 0 0 0 1 8
0 1 1 0 1 0 0 0 0 0 0 1 0 1 1 0 8
1 0 0 0 0 0 1 0 1 0 1 0 1 0 0 1 8
0 0 0 0 0 1 0 1 1 1 1 0 0 1 0 0 8
0 0 1 0 0 0 0 0 0 1 1 1 1 1 0 0 8
1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 9
1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0 9
1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 0 9
1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0 9
1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1 9
1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 9
1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 0 9
0 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 9
1 1 1 0 1 0 1 1 1 1 1 1 1 0 1 1 9
0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 9
1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 7
1 1 1 1 1 1 0 0 1 1 1 1 1 0 1 1 9
1 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1 9
1 1 1 1 0 1 0 1 1 1 1 1 1 1 0 1 9
0 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 9
1 0 1 1 1 1 1 0 1 1 0 1 1 1 1 1 9
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10
0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 10
0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 10
0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 10
0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 10
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 10
0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 10
0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 10
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 10
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 10
0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 10
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10
0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 10
0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 7
0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 10
0 1 0 1 0 0 1 1 0 1 1 0 1 0 0 1 11
1 0 0 1 1 1 0 0 0 1 1 1 0 0 1 0 11
0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 10
1 0 1 0 0 0 1 0 1 0 1 1 1 0 0 1 11
1 0 0 1 0 1 0 1 1 0 0 1 0 1 0 1 11
0 1 0 1 0 1 0 1 1 1 1 0 0 1 0 0 11
0 1 1 0 1 0 1 0 0 0 0 1 1 1 1 0 11
0 0 1 0 1 0 1 1 1 0 1 1 0 1 0 0 11
0 0 1 0 1 0 0 0 1 0 1 1 1 0 1 1 11
0 0 1 1 0 0 1 0 0 1 1 1 1 1 0 0 11
0 1 0 1 0 1 0 1 1 1 0 1 0 0 0 1 11
0 1 0 0 1 1 0 0 1 1 0 1 1 0 1 0 11
0 0 0 1 1 0 0 0 1 0 0 1 1 1 1 1 11
0 1 0 1 0 1 1 0 0 1 1 1 1 0 0 0 11
0 1 1 0 1 0 0 0 0 1 1 1 1 0 1 0 11
1 1 0 0 0 0 0 1 0 1 1 1 1 0 1 0 11
0 0 0 1 0 0 1 0 0 1 1 0 0 1 1 1 12
0 1 1 0 0 0 1 1 1 0 1 0 0 1 0 0 12
0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 9
0 0 1 1 0 0 0 0 0 1 1 1 1 1 0 0 12
0 0 1 0 1 0 1 1 1 0 0 1 1 0 0 0 12
1 1 0 0 0 0 0 1 0 1 1 0 1 0 1 0 12
1 1 0 0 0 1 0 1 1 1 1 1 0 0 0 0 11
1 0 0 0 0 0 1 0 1 0 1 1 1 0 0 1 12
0 0 1 0 1 0 0 0 1 0 1 1 1 0 0 1 12
1 1 0 0 0 1 0 0 1 1 1 1 0 0 0 0 12
0 1 0 0 1 1 0 0 1 1 0 0 1 0 1 0 12
0 0 0 1 0 1 0 1 1 1 1 0 0 1 0 0 12
0 1 1 0 1 0 0 1 0 0 0 0 1 1 1 0 12
0 1 0 1 0 0 1 1 0 1 1 0 0 0 0 1 12
0 1 1 0 1 0 1 0 0 0 0 1 0 1 1 0 12
1 1 0 1 0 1 0 1 0 0 0 1 0 0 0 1 12
1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 13
1 1 0 0 0 0 0 1 0 1 0 0 1 0 1 0 8
0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 13
0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 13
0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 13
0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 13
1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 13
0 0 0 1 1 0 0 1 1 0 0 0 0 1 1 1 12
0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 13
0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 13
0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 13
0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 13
0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 13
1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 13
0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 13
0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 13
1 1 0 1 1 1 0 1 1 1 1 1 0 1 0 1 14
1 0 1 0 1 0 0 1 1 1 1 1 1 1 1 1 14
1 0 1 1 0 1 0 1 1 1 1 1 1 1 0 1 14
0 1 0 1 1 1 0 0 1 1 1 1 1 1 1 1 14
0 0 1 1 1 1 1 1 1 1 1 1 0 1 1 0 14
0 1 1 1 1 0 1 1 0 1 1 1 1 1 0 1 14
1 0 1 0 1 1 0 0 1 1 1 1 1 1 1 1 14
1 1 1 1 1 1 1 0 0 0 1 1 1 0 1 1 14
1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 0 14
1 0 1 1 1 1 1 1 0 0 1 0 1 1 1 1 14
0 0 1 1 1 1 1 1 0 1 0 1 1 1 1 1 14
0 1 0 0 0 1 0 0 1 1 0 1 1 0 0 1 12
0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 13
1 1 1 0 1 0 1 1 0 1 1 1 1 1 1 0 14
0 1 1 1 0 0 1 1 1 1 1 1 0 1 1 1 14
1 1 1 1 1 1 0 0 1 1 1 1 1 0 1 0 14
1 1 1 1 1 0 0 0 1 1 1 1 1 0 1 1 14
0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 13
0 1 0 1 1 1 1 1 1 1 0 1 1 0 1 1 14
